Encuesta;Fecha;Mes;Pais de procedencia;Ciudad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo
1478;2019-06-07;Junio;Colombia;San José del Guaviare;Nacional;Oriente;N/A;Femenino;31;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;15;Mas de 10 Noches
1479;2019-06-07;Junio;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;31;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;Terrestre público;1;1 Noche
1480;2019-06-07;Junio;Francia;Grenoble;Extranjero;N/A;Europa;Masculino;23;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
1481;2019-06-07;Junio;Francia;Grenoble;Extranjero;N/A;Europa;Femenino;24;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
1482;2019-06-07;Junio;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
1483;2019-06-07;Junio;Colombia;Cali;Local;Occidente;N/A;Femenino;66;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
1484;2019-06-07;Junio;México;Ciudad de México;Extranjero;N/A;Norteamerica;Masculino;21;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
1485;2019-06-07;Junio;Corea;Seúl;Extranjero;N/A;Asia;Masculino;40;21-45 años;Recreacional o vacacional;N/A;Otro;Coreano;Hostal;N/A;Aéreo;1;1 Noche
1486;2019-06-07;Junio;España;Cadiz;Extranjero;N/A;Europa;Masculino;34;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;30;Mas de 10 Noches
1487;2019-06-07;Junio;Colombia;Cali;Local;Occidente;N/A;Masculino;43;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
1488;2019-06-09;Junio;Colombia;Popayán;Nacional;Occidente;N/A;Masculino;50;Mas de 45 años;Negocios;N/A;Español;N/A;Otros;N/A;Terrestre público;7;7-10 Noches
1489;2019-06-09;Junio;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
1490;2019-06-09;Junio;China;Nanjina;Extranjero;N/A;Asia;Masculino;60;Mas de 45 años;Recreacional o vacacional;N/A;Otro;Mandarin;Hotel;N/A;Aéreo;3;2-3 Noches
1491;2019-06-09;Junio;Estados Unidos;Orlando;Extranjero;N/A;Norteamerica;Masculino;29;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Vivienda familiar o amigos;N/A;Aéreo;60;Mas de 10 Noches
1492;2019-06-09;Junio;Colombia;Cali;Local;Occidente;N/A;Masculino;58;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
1493;2019-06-09;Junio;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
1494;2019-06-09;Junio;Colombia;Cali;Local;Occidente;N/A;Masculino;51;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
1495;2019-06-10;Junio;México;Ciudad de México;Extranjero;N/A;Norteamerica;Masculino;31;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;4;4-6 Noches
1496;2019-06-10;Junio;Perú;Lima;Extranjero;N/A;America latina;Masculino;21;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
1497;2019-06-10;Junio;México;Ciudad de México;Extranjero;N/A;Norteamerica;Femenino;21;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
1498;2019-06-10;Junio;México;Ciudad de México;Extranjero;N/A;Norteamerica;Femenino;21;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
